UniprotID.TF	UniprotID.Target	NCBI.GeneID.TF	NCBI.GeneID.Target	Name.TF	Name.Target	Detection.method	PubmedID	Organism	Source.database	Small-scale.evidence	TF.TFLink.ortho	TF.nonTFLink.ortho	Target.TFLink.ortho	Target.nonTFLink.ortho
P10276	P13533	5914	4624	RARA	MYH6	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P11416;Rn:A0A0G2JW78	Dr:T2DKU4	Mm:Q02566;Rn:G3V885	-
P05549	P08253	7020	4313	TFAP2A	MMP2	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	10589685;19939245;10506168;29087512;27924024;19853299;17202159;20145123;22900683	Homo sapiens	GTRD;HTRI;TRED;TRRUST	Yes	-	-	Mm:P33434	Dr:Q6DG10;Rn:E9PSM5
Q04206	L0N195	5970	3439	RELA	IFNA1	inferred by curator	15331713;29087512;8035474	Homo sapiens	TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	-	-
Q96RE9	P46527	91975	1027	ZNF300	CDKN1B	inferred by curator	29087512;21777376	Homo sapiens	TRRUST	Yes	-	-	Mm:P46414;Rn:O08769	Ce:U4PBK8
P19544	P31641	7490	6533	WT1	SLC6A6	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Rn:D3ZJ55	Dr:Q9PUT7;Mm:F6Y2T6	Dr:B0V3R4;Mm:O35316	Rn:A0A0G2K227
Q14209	Q5JR12	1870	333926	E2F2	PPM1J	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Mm:Q149T7;Rn:A0A0H2UHJ9	-
Q07869	P12319	5465	2205	PPARA	FCER1A	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:K7DY57;Mm:P23204;Rn:P37230	-	Mm:P20489	Rn:A0A0G2JV43
P03372	Q04721	2099	4853	ESR1	NOTCH2	chromatin immunoprecipitation assay;inferred by curator	27924024;22900683;18971253;19376833	Homo sapiens	GTRD;HTRI;PAZAR	Yes	Mm:P19785	Rn:A0A0G2K0D4	Dr:F1RCH4;Mm:O35516;Rn:G3V8G9	-
P08047	P52333	6667	3718	SP1	JAK3	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Dr:B0V237;Mm:A0A0R4J0R7	Rn:Q63272
P06401	Q9UNQ0	5241	9429	PGR	ABCG2	chromatin immunoprecipitation assay;inferred by curator	22348324;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q00175	Rn:F7FA48	Mm:A0A0R4J0B6;Rn:Q80W57	Dr:Q2Q444
P19838	P22749	4790	10578	NFKB1	GNLY	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	-	-
P08047	P08235	6667	4306	SP1	NR3C2	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:A3KN90	Rn:F1M6V2
Q9UKV0	P09238	9734	4319	HDAC9	MMP10	inferred by curator	20693714;16873063;29087512	Homo sapiens	TRRUST	Yes	Mm:A0A1B0GSQ5	Rn:E5RQ38	Mm:O55123	Rn:G3V788
O43623	P61073	6591	7852	SNAI2	CXCR4	chromatin immunoprecipitation assay;inferred by curator	29087512;22074556;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Ce:Q65ZG6;Dr:Q5PQY5;Mm:P97469;Rn:O08954	-	Dr:F1QCB2;Mm:A0A0R4J0N8	Rn:O08565
P18846	P01100	466	2353	ATF1	FOS	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q7T351;Mm:P81269;Rn:F7FD47	-	Dr:Q6P0S4;Mm:P01101;Rn:P12841	-
Q16254	P33316	1874	1854	E2F4	DUT	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17202159	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	-	-
P19419	Q6IBS0	2002	11344	ELK1	TWF2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P41969	Dr:A0A0R4IDT6;Rn:A4GTP4	Mm:Q9Z0P5;Rn:B0BMY7	-
Q15797	P05121	4086	5054	SMAD1	SERPINE1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P70340;Rn:A0A0G2JSQ6	-	Dr:F1QRB8;Mm:G5E899;Rn:F1LM16	-
P10275	Q9Y6P5	367	27244	AR	SESN1	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;20610535;16751804;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Mm:P58006;Rn:A0A0G2K4P1	Dr:Q5RGN4
P37231	P24752	5468	38	PPARG	ACAT1	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;19049899	Homo sapiens	GTRD;ReMap;TRRUST	Yes	-	-	Ce:Q22100;Dm:Q9W3N9;Mm:Q8QZT1;Rn:P17764;Sc:P41338	-
P52630	Q9UHF4	6773	53832	STAT2	IL20RA	inferred by curator	16689942;22761861	Homo sapiens	TFactS_via_DoRothea	Yes	Rn:Q5XI26	Mm:E9QJX9	Mm:Q6PHB0;Rn:D3ZJZ2	-
P43268	O14746	2118	7015	ETV4	TERT	inferred by curator	14678994;29087512	Homo sapiens	TRRUST	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:O70372;Rn:Q673L6	-
Q8N907	P62330	199699	382	DAND5	ARF6	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;19642173	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Ce:Q9U2S4;Dm:P40946;Dr:Q6P2U5;Mm:P62331;Rn:P62332	-
Q9BTC8	Q00987	57504	4193	MTA3	MDM2	chromatin immunoprecipitation assay;inferred by curator	26028330;29126285;27924024;24234451	Homo sapiens	GTRD;IntAct_via_DoRothEA;ReMap	Yes	Mm:Q924K8;Rn:A0A0G2JTK6	-	Mm:P23804;Rn:A0A0G2JVC1	Dr:B0R0S9
P08651	P19544	4782	7490	NFIC	WT1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Mm:P70255;Rn:O70188	-	Rn:D3ZJ55	Dr:Q9PUT7;Mm:F6Y2T6
Q02930	O00300	9586	4982	CREB5	TNFRSF11B	inferred by curator	21132541;29087512	Homo sapiens	TRRUST	Yes	-	Dr:E7FFR4;Mm:A0A0N4SV71;Rn:D3ZBH0	Mm:O08712;Rn:O08727	-
P17535	P16083	3727	4835	JUND	NQO2	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;16545679;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:B0V1Q6;Mm:P15066;Rn:P52909	-	Mm:Q9JI75;Rn:Q6AY80	-
P18146	Q9Y5R6	1958	1761	EGR1	DMRT1	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;11870074;18971253;27924024;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRRUST	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	Dr:Q71MM5;Mm:Q9QZ59;Rn:Q925A6	-
Q12906	O15392	3609	332	ILF3	BIRC5	chromatin immunoprecipitation assay;inferred by curator	22442257;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q9Z1X4	Rn:A0A0G2K4U6	-	-
P10275	P35269	367	2962	AR	GTF2F1	chromatin immunoprecipitation assay;inferred by curator	29126285;9238003;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Dm:Q05913;Dr:Q5PNQ6;Mm:Q3THK3;Rn:Q6AY96	Ce:Q17558
P01106	P33552	4609	1164	MYC	CKS2	chromatin immunoprecipitation assay;inferred by curator	29126285;27899662;11085504;22761861;27924024;17202159	Homo sapiens	GTRD;KEGG_via_DoRothEA;ReMap;TFactS_via_DoRothea;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Mm:P56390;Rn:B1WC51	-
P19838	P03952	4790	3818	NFKB1	KLKB1	chromatin immunoprecipitation assay;inferred by curator	11909978;15517885;27924024;17202159;29087512	Homo sapiens	GTRD;TRED;TRRUST	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	-	-
Q15853	P35520	7392	102724560;875	USF2	CBS	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q1L959;Mm:Q64705;Rn:A0A0G2K3J3	-	-	-
P01106	Q07812	4609	581	MYC	BAX	chromatin immunoprecipitation assay;inferred by curator	29126285;31340985;12695333;27924024;17202159;22900683;14519204	Homo sapiens	DoRothEA;GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dr:Q9I9N4;Mm:Q07813;Rn:G3V8T9	Dr:I3ITC2
Q09472	Q06609	2033	5888	EP300	RAD51	chromatin immunoprecipitation assay;inferred by curator	23285190;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:X1WG57;Mm:B2RWS6	-	Ce:Q95Q25;Dm:Q27297;Dr:Q5TYR1;Mm:Q08297;Rn:B5DF04;Sc:P25454	-
Q8N907	P08571	199699	929	DAND5	CD14	chromatin immunoprecipitation assay;inferred by curator	29087512;11698458;29126285;17203216	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P10810;Rn:Q63691	-
P13631	Q12948	5916	2296	RARG	FOXC1	inferred by curator	24234451;25303530	Homo sapiens	IntAct_via_DoRothEA	Yes	Dr:Q91392;Mm:P18911	Rn:D3ZF61	Dr:Q9DE25;Mm:Q61572;Rn:M0RCA0	-
P14921	P35354	2113	5743	ETS1	PTGS2	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;20019798;18971253;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ORegAnno;PAZAR;ReMap;TRED	Yes	Mm:P27577;Rn:P41156	-	Dr:Q5RI06;Mm:Q05769;Rn:P35355	-
P08047	O95470	6667	8879	SP1	SGPL1	chromatin immunoprecipitation assay;inferred by curator	21184844;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Ce:Q9Y194;Dm:Q9V7Y2;Mm:Q8R0X7;Sc:Q05567	Dr:A4QNU7;Rn:Q8CHN6
P17676	P10145	1051	3576	CEBPB	CXCL8	chromatin immunoprecipitation assay;inferred by curator	29126285;15688424;24234451;16818736;15085176;11120852;27924024;17202159;19064995;29087512;22900683	Homo sapiens	GTRD;HTRI;IntAct_via_DoRothEA;ReMap;TRED;TRRUST	Yes	Mm:P28033;Rn:P21272	-	-	Dr:N0GW19
P19838	Q12791	4790	3778	NFKB1	KCNMA1	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dm:Q94527;Mm:P25799;Rn:F1LQH2	-	Mm:A0A087WQN5	Ce:H7BRC9;Dm:A0A0B4KGV3;Rn:F1LNC7
Q9UBC3	P62906	1789	4736	DNMT3B	RPL10A	chromatin immunoprecipitation assay;inferred by curator	24234451;29126285;27924024;22094255	Homo sapiens	GTRD;IntAct_via_DoRothEA;ReMap	Yes	Dr:Q588C6;Mm:O88509;Rn:Q1LZ51	-	Ce:Q9N4I4;Dm:Q9VTP4;Dr:Q6PC69;Rn:P62907;Sc:P0CX43	Mm:A0A3B2WBL1
P10276	P08727	5914	3880	RARA	KRT19	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:P11416;Rn:A0A0G2JW78	Dr:T2DKU4	Mm:P19001	Rn:Q63279
P14859	P10145	5451	3576	POU2F1	CXCL8	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	-	Dr:N0GW19
O15516	P04150	9575	2908	CLOCK	NR3C1	chromatin immunoprecipitation assay;inferred by curator	21164265;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Dr:Q5RIV1;Mm:O08785;Rn:G3V697	-	Dr:Q1XHK0	Mm:E9PYV1
P10275	Q12851	367	5871	AR	MAP4K2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P19091;Rn:A0A0G2JSI8	-	Dr:Q1JQ22;Mm:Q61161;Rn:D3ZXB1	-
P13631	P51531	5916	6595	RARG	SMARCA2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q91392;Mm:P18911	Rn:D3ZF61	Dr:Q1MTE3;Rn:E9PTG1	Mm:H3BLH0
P42224	P05451	6772	5967	STAT1	REG1A	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:Q6P943	Mm:A0A087WSP5	-	-
Q14209	O75935	1870	11258	E2F2	DCTN3	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:E7FFJ8;Mm:P56931;Rn:M0RDX6	-	Mm:Q9Z0Y1;Rn:D4A1B8	Dr:Q6GQL6
P42224	Q9Y5S8	6772	27035	STAT1	NOX1	inferred by curator	29087512;19834108	Homo sapiens	TRRUST	Yes	Dr:Q6P943	Mm:A0A087WSP5	Mm:Q8CIZ9	Dr:F6NMX7;Rn:M0R934
O15105	P06493	4092	983	SMAD7	CDK1	inferred by curator	15023526;29087512;22761861	Homo sapiens	TFactS_via_DoRothea;TRRUST	Yes	Dr:Q8AWR7;Mm:O35253;Rn:A0A0G2JSQ5	-	Ce:P34556;Dm:P23572;Dr:Q7T3L7;Mm:P11440;Rn:P39951	-
P05549	P04626	7020	2064	TFAP2A	ERBB2	chromatin immunoprecipitation assay;inferred by curator	22761861;10698518;15870067;27924024;18218085;17202159;29087512;22577344	Homo sapiens	GTRD;TFactS_via_DoRothea;TRED;TRRUST	Yes	-	-	Dr:F1R5S1;Mm:P70424;Rn:Q8K3F9	-
P11308	Q92597	2078	10397	ERG	NDRG1	chromatin immunoprecipitation assay;inferred by curator	29126285;20478527;27924024;24234451	Homo sapiens	GTRD;IntAct_via_DoRothEA;ReMap	Yes	Mm:P81270	Dr:F1QK28;Rn:A0A0G2JWE9	Mm:Q62433;Rn:Q6JE36	-
Q02548	Q9NWH9	5079	79811	PAX5	SLTM	chromatin immunoprecipitation assay;inferred by curator	29126285;19139719;27924024;29087512;24628993	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q02650	Dr:F1QGF8;Rn:F1M4W2	Dr:F1Q6F9;Mm:Q8CH25;Rn:A0A0G2K904	-
P08047	P08648	6667	3678	SP1	ITGA5	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;27924024;18775869;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:P11688;Rn:A0A0G2K1E2	-
Q15910	P33076	2146	4261	EZH2	CIITA	chromatin immunoprecipitation assay;inferred by curator	17911618;29087512;27924024;21266852	Homo sapiens	GTRD;TRRUST	Yes	Mm:Q61188;Rn:B5DFE2	Dr:F1QQ58	-	-
Q01094	Q9Y261	1869	3170	E2F1	FOXA2	chromatin immunoprecipitation assay;inferred by curator	29126285;26578589;18971253;27924024;17202159	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Dr:F1Q819;Rn:G3V7Q2	-
P17676	P41159	1051	3952	CEBPB	LEP	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:P28033;Rn:P21272	-	Mm:P41160	Rn:P50596
Q01094	Q8N461	1869	146330	E2F1	FBXL16	chromatin immunoprecipitation assay;inferred by curator	29126285;22761861;20043084;27924024	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea	Yes	Mm:Q61501;Rn:O09139	-	Mm:A2RT62	Dr:I3ITN3;Rn:Q5MJ12
O75469	P08183	8856	5243	NR1I2	ABCB1	inferred by curator	18540626;29087512	Homo sapiens	TRRUST	Yes	Mm:O54915;Rn:Q9R1A7	-	Mm:P21447	-
Q8N907	Q08050	199699	2305	DAND5	FOXM1	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;20372080	Homo sapiens	ReMap;TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Dr:F1QRF9;Mm:Q6P1H7;Rn:D3ZLE1	-
P43268	P49279	2118	6556	ETV4	SLC11A1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:P41251	Rn:A0A0G2JZT3
P39880	P13569	1523	1080	CUX1	CFTR	inferred by curator	10075672;29087512	Homo sapiens	TRRUST	Yes	Dr:E7F4J9;Rn:P53565	-	Mm:P26361	Dr:Q1LX78;Rn:A0A0G2K3B1
Q01094	Q9NVR5	1869	55172	E2F1	DNAAF2	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	Mm:Q8BPI1	Rn:F1LMB5
P25963	P01574	4792	3456	NFKBIA	IFNB1	inferred by curator	29087512;10074115	Homo sapiens	TRRUST	Yes	Dr:Q7ZW68;Dr:F1QCG4;Mm:Q9Z1E3;Rn:Q63746	-	Mm:P01575;Rn:P70499	-
P03372	O75293	2099	4616	ESR1	GADD45B	chromatin immunoprecipitation array;chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;18414489;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Mm:P19785	Rn:A0A0G2K0D4	Dr:Q5NU21;Mm:P22339;Rn:Q5U3Z2	Dr:Q6PC51
P31260	P19544	3206	7490	HOXA10	WT1	inferred by curator	23888944;19017365;29087512	Homo sapiens	TRRUST	Yes	Mm:P31310	Rn:D3ZHM5	Rn:D3ZJ55	Dr:Q9PUT7;Mm:F6Y2T6
Q92731	Q8IZL8	2100	27043	ESR2	PELP1	chromatin immunoprecipitation assay;inferred by curator	15087130;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:O08537;Rn:Q59IV8	-	Dr:F1RE30;Mm:Q9DBD5;Rn:A0A0G2JSQ9	-
P42226	P14778	6778	3554	STAT6	IL1R1	inferred by curator	29087512;8757327	Homo sapiens	TRRUST	Yes	-	-	Mm:P13504;Rn:Q05KR1	-
P14859	P51681	5451	1234	POU2F1	CCR5	inferred by curator	17202159	Homo sapiens	TRED	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	Mm:P51682	Rn:M0R9H7
P05412	P45452	3725	4322	JUN	MMP13	chromatin immunoprecipitation assay;inferred by curator	29126285;20338993;26578589;18971253;27924024;17202159;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;ReMap;TRED;TRRUST	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Dr:A0A0R4ICX2;Mm:P33435	Rn:G3V742
P18146	Q09472	1958	2033	EGR1	EP300	chromatin immunoprecipitation assay;inferred by curator	18798221;29126285;20414733;22761861;27924024;29087512;15635605	Homo sapiens	GTRD;ReMap;TFactS_via_DoRothea;TRRUST	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	Dr:X1WG57;Mm:B2RWS6	-
P01106	Q9NRF9	4609	54107	MYC	POLE3	chromatin immunoprecipitation assay;inferred by curator	29126285;12747840;22761861;27924024;17202159;22900683;16403426	Homo sapiens	GTRD;HTRI;ReMap;TFactS_via_DoRothea;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Dm:Q9V444;Dr:Q6PBL4;Mm:A0A0R4J091;Rn:Q642A5;Sc:P13434	-
Q04206	Q86XP6	5970	200504	RELA	GKN2	chromatin immunoprecipitation assay;inferred by curator	29087512;29126285;27924024;17595528	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Mm:Q04207;Rn:Q7TQN4	-	Mm:Q9CQS6;Rn:Q29TV8	-
P42224	P55899	6772	2217	STAT1	FCGRT	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	29126285;18566411;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Dr:Q6P943	Mm:A0A087WSP5	Rn:P13599	Mm:Q6PKB0
P08047	Q01151	6667	9308	SP1	CD83	chromatin immunoprecipitation assay;inferred by curator	17202159;27924024;29087512;12182451	Homo sapiens	GTRD;TRED;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:O88324;Rn:B2GV95	-
P17676	P22362	1051	6346	CEBPB	CCL1	electrophoretic mobility shift assay;inferred by curator	16864713;22900683	Homo sapiens	HTRI	Yes	Mm:P28033;Rn:P21272	-	Mm:P10146	Rn:D3ZDY4
Q16254	Q15269	1874	5822	E2F4	PWP2	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:A0A0R4ICD5;Mm:Q8R0K9;Rn:D4A9V4	-	-	-
P18146	P49810	1958	5664	EGR1	PSEN2	chromatin immunoprecipitation assay;inferred by curator	14585504;26578589;18971253;27924024;17202159;29087512	Homo sapiens	GTRD;ORegAnno;PAZAR;TRED;TRRUST	Yes	Dm:Q24266;Mm:P08046	Dr:P26632;Rn:A0A0H2UHR3	-	-
Q01543	P08123	2313	1278	FLI1	COL1A2	chromatin immunoprecipitation assay;inferred by curator	24058639;29087512;27924024	Homo sapiens	GTRD;TRRUST	Yes	Mm:P26323;Rn:Q4Z8P1	Dr:Q9PU61	Mm:Q01149	Dr:Q6IQX2;Rn:A0A0G2KAN1;Rn:F1LS40
P23769	P15976	2624	2623	GATA2	GATA1	chromatin immunoprecipitation assay;inferred by curator	29126285;19279013;23071749;19941826;27924024;29087512;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRRUST	Yes	Mm:O09100;Rn:Q924Y4	Dr:Q7T3G1	Mm:P17679	Rn:P43429
P01106	P09211	4609	2950	MYC	GSTP1	chromatin immunoprecipitation assay;inferred by curator	29126285;12695333;27924024;17202159;22900683	Homo sapiens	GTRD;HTRI;ReMap;TRED	Yes	Dr:F1RC36;Mm:P01108	-	Ce:O61750;Ce:P10299;Ce:P91505;Dr:Q9DDU5;Mm:P19157;Mm:P46425;Rn:P04906	Ce:Q9N4X8;Dr:Q50LC6
P35869	P05177	196	1544	AHR	CYP1A2	chromatin immunoprecipitation assay;inferred by curator	29126285;17785579;21357676;29087512;22900683	Homo sapiens	HTRI;ReMap;TRRUST	Yes	-	-	Mm:P00186;Rn:P04799	-
Q96PN7	Q8NHJ6	55809	11006	TRERF1	LILRB4	inferred by curator	29087512;18652845	Homo sapiens	TRRUST	Yes	-	-	-	-
P48436	Q14469	6662	3280	SOX9	HES1	chromatin immunoprecipitation assay;inferred by curator	19322650;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	Dr:Q9DFH2;Mm:Q04887;Rn:F1LYL9	-	Dr:Q6PBX3;Mm:P35428;Rn:D4ADT9	-
P08047	P08670	6667	7431	SP1	VIM	chromatin immunoprecipitation assay;inferred by curator	29126285;12771217;27924024;17202159;29087512	Homo sapiens	GTRD;ReMap;TRED;TRRUST	Yes	Dr:F1QW97;Rn:Q01714	Mm:G3X8Q0	Mm:P20152;Rn:G3V8C3	Dr:F1QAM8;Dr:F1QT60
Q8N907	P24903	199699	1572	DAND5	CYP2F1	inferred by curator	15860659;29087512	Homo sapiens	TRRUST	Yes	Mm:Q76LW6	Rn:D3ZGN3	Mm:P33267	Rn:O35293
P14859	P46976	5451	2992	POU2F1	GYG1	inferred by curator	17202159	Homo sapiens	TRED	Yes	Rn:F1LRD7	Mm:A0A0R4J1Z4	Ce:O45819;Dr:Q6NV37;Rn:A0A0G2JXP1	Dm:Q9W2J6
P10828	P16435	7068	5447	THRB	POR	chromatin immunoprecipitation assay;electrophoretic mobility shift assay;inferred by curator	21393444;22900683;29087512;27924024	Homo sapiens	GTRD;HTRI;TRRUST	Yes	Dr:Q9PVE4;Mm:P37242;Rn:A0A0G2QC48	-	-	-
P41212	P24593	2120	3488	ETV6	IGFBP5	inferred by curator	17242174;29087512	Homo sapiens	TRRUST	Yes	Mm:P97360;Rn:Q3KRD1	-	Dr:B0S525;Mm:Q07079;Rn:P24594	Dr:A5PLA3
P08151	P04637	2735	7157	GLI1	TP53	inferred by curator	18924150;22761861	Homo sapiens	TFactS_via_DoRothea	Yes	Mm:P47806;Rn:G3V6X8	-	Mm:P02340	Dr:B0R0M3;Rn:M0R497
P40763	P31949	6774	6282	STAT3	S100A11	chromatin immunoprecipitation assay;inferred by curator	24376686;29087512;29126285;27924024	Homo sapiens	GTRD;ReMap;TRRUST	Yes	-	-	Mm:P50543;Rn:Q6B345	Rn:F1LYQ0
Q01094	Q13422	1869	10320	E2F1	IKZF1	chromatin immunoprecipitation assay;inferred by curator	27924024;17202159	Homo sapiens	GTRD;TRED	Yes	Mm:Q61501;Rn:O09139	-	-	Dr:B8A607;Mm:G5E8H3;Rn:A0A0G2JVD9
Q9Y5J3	P12643	23462	650	HEY1	BMP2	inferred by curator	21945409;29087512	Homo sapiens	TRRUST	Yes	Dr:Q8AXV6;Rn:D3ZNI5	Mm:Q9QUM5	Dr:B3DI86;Mm:P21274;Rn:G3V8W4	-
P05412	P16871	3725	3575	JUN	IL7R	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:Q6NZT5;Mm:P05627;Rn:P17325	-	Mm:P16872	Rn:D4A3X8
P04637	Q9NYY3	7157	10769	TP53	PLK2	chromatin immunoprecipitation assay;inferred by curator	29126285;18431400;31340985;26578589;18971253;27924024;17202159	Homo sapiens	DoRothEA;GTRD;ORegAnno;PAZAR;ReMap;TRED	Yes	Mm:P02340	Dr:B0R0M3;Rn:M0R497	Mm:P53351;Rn:Q9R012	-
P10242	P35659	4602	7913	MYB	DEK	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Dr:F1QP24;Rn:A0A0G2K2A4	Mm:A0A087WPA7	Dr:F1R6C4;Mm:Q7TNV0;Rn:Q6AXS3	-
P23511	P68871	4800	3043	NFYA	HBB	inferred by curator	29087512;15833715	Homo sapiens	TRRUST	Yes	Mm:P23708	Rn:A0A0G2KB97	-	-
Q01094	O00479	1869	10473	E2F1	HMGN4	chromatin immunoprecipitation assay;inferred by curator	29126285;27924024;17202159	Homo sapiens	GTRD;ReMap;TRED	Yes	Mm:Q61501;Rn:O09139	-	-	-
P43268	P39900	2118	4321	ETV4	MMP12	inferred by curator	17202159	Homo sapiens	TRED	Yes	Dr:F1RD02;Rn:A0A0G2JX95	Mm:A2A5C3	Mm:P34960	Rn:R9PXT7
